BULAN,TAHUN,DISTRIBUTOR,KOTA,PRINSIPAL,PRODUK,BRAND,JENIS,UKURAN,QTY
September,2025,DATU VAPOR SAMPIT,Sampit,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
September,2025,ANGKASA VAPOR,Sampit,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,75
September,2025,OMAH,Solo,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
September,2025,VAPE ON,Surabaya,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
September,2025,VB DISTRI,Tangerang,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
September,2025,JONATA,,,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,10
Oktober,2025,VAPEX,Bali,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
Oktober,2025,VAPEBRAND,Bali,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Oktober,2025,BED,Bandung,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Oktober,2025,FVS,Bandung,FVS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,550
Oktober,2025,VAPEXPRESS,Bogor,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Oktober,2025,BLACKJACK,Bogor,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Oktober,2025,SEGITIGA MAS,Bogor,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Oktober,2025,SENTRAL,Cimahi,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Oktober,2025,DALANG VAPOR,Depok,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,75
Oktober,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,10
Oktober,2025,MILDOS JAKARTA,Jakarta,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Oktober,2025,Vapor Mania,Medan,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Oktober,2025,PKU ,Pekanbaru,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Oktober,2025,S3VAPE,Salatiga,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Oktober,2025,VAPE ON,Surabaya,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,550
Oktober,2025,VB DISTRI,Tangerang,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
November,2025,MAGIC,Bali,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,60
November,2025,VAPEBRAND,Bali,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,BED,Bandung,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
November,2025,FVS,Bandung,FVS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,400
November,2025,BLACKJACK,Bogor,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
November,2025,SEGITIGA MAS,Bogor,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,SENTRAL,Cimahi,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
November,2025,GAS DISTRI,Jakarta,FVS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
November,2025,MILDOS LAMPUNG,Lampung,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
November,2025,LOMBOK VAPE,Lombok,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
November,2025,OVS MAKASSAR,Makasar,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,PKU ,Pekanbaru,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,60
November,2025,DP88,Pontianak,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,EJ33 SAMARINDA,Samarinda,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,63
November,2025,VSP,Semarang,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
November,2025,OMAH,Solo,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,60
November,2025,VAPE ON,Surabaya,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
November,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,35
Desember,2025,VAPEX,BALI,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Desember,2025,LOMBOK VAPE,LOMBOK,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
Desember,2025,MAGIC,BALI,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Desember,2025,VB DISTRI,TANGERANG,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Desember,2025,PT.ACIMA GLOBAL MANDIRI,TANGERANG,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Desember,2025,ANGKASA VAPOR,SAMPIT,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,75
Desember,2025,PREVA/TOKO VAPEKU,JAKARTA,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,10
Desember,2025,SENTRAL,CIMAHI,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Desember,2025,BED,BANDUNG,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Desember,2025,FVS,BANDUNG,FVS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,530
Desember,2025,VM MEDAN ,MEDAN,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Desember,2025,PKU ,PEKANBARU,RAYS,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Desember,2025,VAPEBRAND,BALI,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Desember,2025,VSP,SEMARANG,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Desember,2025,S3VAPE,SALATIGA,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
Desember,2025,BLACKJACK,BOGOR,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Juli,2025,VAPE FEST,BANDUNG,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,13
Agustus,2025,VAPE FAIR,JAKARTA,PODA,PEANUT BUTTER V2 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,1
Februari,2025,MAGIC,Bali,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2025,VAPEBRAND,Bali,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,300
Februari,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Februari,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,1120
Februari,2025,NV DISTRI,Bekasi,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,VAPEXPRESS,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Februari,2025,SENTRAL,Cimahi,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Februari,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Februari,2025,TOM VAPOR,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,300
Februari,2025,MILDOS JAKARTA,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,PING DISTRI,Karawang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,80
Februari,2025,MILDOS LAMPUNG,Lampung,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,LOMBOK VAPE,Lombok,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,UNICRON VAPE,Makasar,,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,OVS MAKASSAR,Makasar,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,Vapor Mania,Medan,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Februari,2025,PKU VAPOR,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Februari,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Februari,2025,DP88,Pontianak,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,S3VAPE,Salatiga,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Februari,2025,LIBERTY,Semarang,,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2025,VSP,Semarang,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,300
Februari,2025,OMAH,Solo,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,64
Februari,2025,VENOM DISTRI,Surabaya,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,75
Februari,2025,VAPE ON,Surabaya,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,500
Februari,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,60
Februari,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Maret,2025,MAGIC,Bali,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,500
Maret,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Maret,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2025,SARANG VAPERS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2025,RAYS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Maret,2025,PKU VAPOR,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,20
Maret,2025,DP88,Pontianak,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2025,ANGKASA VAPOR,Sampit,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
April,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,450
April,2025,NV DISTRI,Bekasi,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
April,2025,VAPEXPRESS,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
April,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
April,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,10
April,2025,GAS DISTRI,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,RAYS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
April,2025,PING DISTRI,Karawang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,OVS MAKASSAR,Makasar,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
April,2025,EJ33 SAMARINDA,Samarinda,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
April,2025,VAPEBOSS SBY,Surabaya,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,MAGIC,Bali,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,500
Mei,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,SENTRAL,Cimahi,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Mei,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,10
Mei,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Mei,2025,TOM VAPOR,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,MILDOS JAKARTA,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2025,VAPEHAN,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Mei,2025,PING DISTRI,Karawang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,75
Mei,2025,ANGKASA VAPOR,Sampit,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,400
Juni,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,80
Juni,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2025,SARANG VAPERS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2025,MILDOS LAMPUNG,Lampung,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2025,DATU VAPOR SAMPIT,Sampit,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2025,VAPE ON,Surabaya,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2025,VB DISTRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,400
Juli,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2025,INDO VAPING,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2025,GAS DISTRI,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,TOM VAPOR,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2025,OVS MAKASSAR,Makasar,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,VSP,Semarang,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,PT.LIMA BINTANG BERSATU,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2025,VB DISTRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,120
Agustus,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,PREVA/TOKO VAPEKU,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,10
Agustus,2025,VAPORIZER JAKARTA,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,RAYS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Agustus,2025,PING DISTRI,Karawang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,75
Agustus,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,20
Agustus,2025,VSP,Semarang,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Agustus,2025,STEVE DISTRI,Surabaya,,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,10
Agustus,2025,VAPE ON,Surabaya,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,200
Agustus,2025,VB DISTRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Agustus,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
September,2025,JESMAR BALI,Bali,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,10
September,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
September,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,400
September,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
September,2025,SARANG VAPERS,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
September,2025,MILDOS JAKARTA,Jakarta,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,60
September,2025,PING DISTRI,Karawang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,75
September,2025,Vapor Mania,Medan,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,60
September,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
September,2025,S3VAPE,Salatiga,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,25
September,2025,VAPE ON,Surabaya,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Oktober,2025,VAPEBRAND,Bali,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,25
Oktober,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Oktober,2025,VAPEXPRESS,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Oktober,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
Oktober,2025,SENTRAL,Cimahi,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Oktober,2025,OVS MAKASSAR,Makasar,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Oktober,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Oktober,2025,VB DISTRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,150
November,2025,BED,Bandung,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,25
November,2025,FVS,Bandung,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,350
November,2025,BLACKJACK,Bogor,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,15
November,2025,SEGITIGA MAS,Bogor,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,SENTRAL,Cimahi,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,GAS DISTRI,Jakarta,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,MILDOS LAMPUNG,Lampung,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
November,2025,PKU ,Pekanbaru,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,20
November,2025,VB DISTRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
November,2025,PT.ACIMA GLOBAL MANDIRI,Tangerang,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,35
Desember,2025,SEGITIGA MAS,BOGOR,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Desember,2025,PT.ACIMA GLOBAL MANDIRI,TANGERANG,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,70
Desember,2025,ANGKASA VAPOR,SAMPIT,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,50
Desember,2025,DP88,PONTIANAK,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,25
Desember,2025,GAS DISTRI,JAKARTA,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,30
Desember,2025,SENTRAL,CIMAHI,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,25
Desember,2025,FVS,BANDUNG,FVS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,210
Desember,2025,PKU ,PEKANBARU,RAYS,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,20
Desember,2025,BLACKJACK,BOGOR,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,15
Desember,2025,EJ33 SAMARINDA,SAMARINDA,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,100
Juli,2025,VAPE FEST,BANDUNG,PODA,PINEAPPLE SALTNIC,BEQU,SALTNIC,30ML,2
Januari,2025,BED,BANDUNG,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2025,FVS,BANDUNG,FVS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,820
Januari,2025,EJ33 BANJARMASIN,BANJARMASIN,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2025,NV DISTRI,BEKASI,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,75
Januari,2025,BLACKJACK,BOGOR,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2025,SEGITIGA MAS,BOGOR,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2025,SENTRAL,CIMAHI,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2025,VAPORIZER JAKARTA,JAKARTA,FVS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,30
Januari,2025,VAPEHAN,JAKARTA,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2025,RAYS,JAKARTA,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2025,PING DISTRI,KARAWANG,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,80
Januari,2025,MILDOS LAMPUNG,LAMPUNG,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2025,OVS MAKASSAR,MAKASAR,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2025,EJ33 SAMARINDA,SAMARINDA,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,200
Januari,2025,VSP,SEMARANG,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,300
Januari,2025,STEVE DISTRI,SURABAYA,,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,20
Januari,2025,VENOM DISTRI,SURABAYA,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,75
Januari,2025,VAPEBOSS SBY,SURABAYA,FVS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,200
Januari,2025,VAPE ON,SURABAYA,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,300
Januari,2025,PT.LIMA BINTANG BERSATU,TANGERANG,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,15
Januari,2025,PT.ACIMA GLOBAL MANDIRI,TANGERANG,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2025,FVS,Bandung,FVS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2025,VAPEXPRESS,Bogor,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2025,BLACKJACK,Bogor,PODA,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2025,SARANG VAPERS,Jakarta,RAYS,POMEGRANATE FREEBASE,BEQU,FREEBASE,60ML,100
